steamid,personaname,personastate,communityvisibilitystate,profilestate,cityid,loccountrycode,loccityid,avgPrice,maxRequiredAge,usesMultiplayer,Genres,Publishers,Developers,Categories
76561197960270232,yellowlab172,0,3,1,,,,14.6041935483871,17,1,"Action,Adventure,Free to Play,Strategy,Indie,RPG","2K Games,Aspyr (Mac), Linux),Feral Interactive (Linux),Feral Interactive (Mac),Bethesda Softworks,Square Enix,Larian Studios,New World Interactive,Ragequit Corporation,Telltale Games,Ubisoft,Valve,Warner Bros. Interactive Entertainment","2K Australia,2K Boston,Aspyr (Mac),Irrational Games,Virtual Programming (Linux), Linux),Firaxis Games,Bethesda Game Studios,Blackhole,Crystal Dynamics,Feral Interactive (Linux),Feral Interactive (Mac),Eidos-Montréal,Gearbox Software,Larian Studios,Machine Games,New World Interactive,Psyonix,Ragequit Corporation,Splash Damage,WB Games Montreal,Square Enix,Telltale Games,Valve,",game
76561197960270234,hi,0,3,1,,,,8.49,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270236,ssj2sal,0,3,1,,,,6.99,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270240,pronax,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270242,LeRaldo,0,1,1,,,,12.084472361808926,18,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Racing,Simulation,Free to Play,Sports,Early Access","11 bit studios,1C Company,1C-SoftClub,2D BOY ,2K Games,Aspyr (Mac),Feral Interactive (Mac),Missing Link Games,2K Play,505 Games,800 North and Digital Ranch,ACE Team,Activision,AGM PLAYISM,Aleksey Abramenko,Alientrap,Almost Human Games,Amanita Design,Arcen Games, LLC,ATLUS,Autumn Games,Marvelous,BANDAI NAMCO Entertainment,Beatnik Games,Big Sandwich Games,Bit Blot,Bithell Games,Black Forest Games,Black Pants Studio,Blazing Griffin Ltd.,Blendo Games,BlinkWorks Media,Born Ready Games,Brawsome,Broken Rules,BulkyPix,Capcom,Capybara Games,Carpe Fulgur LLC,Cherry Pop Games,Chronic Logic,Chubby Pixel,Chucklefish,Cipher Prime Studios,Codemasters,Coffee Stain Studios,Cold Beam Games,Crescent Moon Games,Curve Digital,Dark Energy Digital Ltd.,Deep Silver,Dejobaan Games,Demruth,Devolver Digital,Dmytry Lavrov,Double Fine Productions,DrinkBox Studios,Droqen's Games,Edmund McMillen,eigoMANGA,Electronic Arts,Extend Studio,ORiGO GAMES,Eyebrow Interactive,Facepalm Games,Fatshark,Feral Interactive (Linux),Square Enix,SEGA,Warner Bros. Interactive Entertainment,Final Form Games,Focus Home Interactive,Larian Studios,Freebird Games,Frictional Games,Frozenbyte,Funcom,Gaijin Games,Gaslamp Games, Inc.,Hassey Enterprises,Headup Games,Hello Games,Hemisphere Games,Hothead Games,IllFonic,Psyop Games,increpare games,IndiePub,Introversion Software,inXile Entertainment,Iron Galaxy Studios,Kalypso Media Digital,Klei Entertainment,Kloonigames,Konami Digital Entertainement GmbH,Konami Digital Entertainment,Kot in Action Creative Artel,KranX Productions,Krystian Majewski,Kyle Pulver,Lucky Frame,Michael Todd Games,Microsoft Studios,MinMax Games Ltd.,Minority Media,Misfits Attic,Mode 7,Murudai,New Star Games Ltd,New World Interactive,Nicalis,Night Dive Studios,Nordic Games,Number None,Nyu Media,Oddworld Inhabitants,OneBigGame,Owlchemy Labs,Paradox Interactive,Penny Arcade,PikPok,Playdead,Pocketwatch Games,PopCap Games,Positech Games,Puppy Games,Q Entertainment Inc.,Q-Games,RaceRoom Entertainment AG,Sector3 Studios,Ragequit Corporation,Re-Logic,Rebellion,RedLynx Ltd.,Remedy Entertainment,Retro Affect,Reverb Publishing,Revolution Software Ltd,Ripstone,Rising Star Games,Robot Entertainment,Rockin' Android,Rockstar Games,Ronimo Games,Runic Games,SimBin,Size Five Games,Smudged Cat Games Ltd,SNK PLAYMORE,Sos Mikolaj Kaminski,Spiderweb Software,Spooky Squid Games,Subset Games,Superflat Games,Suspicious Developments,Team17 Digital Ltd,Telltale Games,Terry Cavanagh,The Behemoth,The Chinese Room,The Men Who Wear Many Hats,Tiger Style,tinyBuild,Tomorrow Corporation,Topware Interactive,Torn Banner Studios,Toxic Games,Trapdoor,Trendy Entertainment,Tribute Games Inc.,Tripwire Interactive,Two Tribes,Uber Entertainment,Ubisoft,Unigine Corp.,Unknown Worlds Entertainment,Valve,Vanguard Entertainment Group,Vblank Entertainment,Wadjet Eye Games,Wolfire Games,XSEED,Zachtronics,Zeboyd Games","11 bit studios,1C Company,2D BOY,2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),4 Head Studios,4A Games,5th Cell Media,800 North and Digital Ranch,ACE Team,Aleksey Abramenko,Alexander Bruce,Alientrap,Almost Human Games,Amanita Design,Arcen Games, LLC,Arrowhead Game Studios,Ascaron,Aspyr (Mac),Infinity Ward,Irrational Games,Virtual Programming (Linux),ASTRO PORT,Beatnik Games,Big Sandwich Games,Bit Blot,Bithell Games,Bizarre Creations,Black Forest Games,Black Pants Studio,Blendo Games,BlinkWorks Media,Blit Software,Born Ready Games Ltd.,Boss Baddie,Brawsome,Broken Rules,Capcom,Capybara,Jim Guthrie,Superbrothers,Cellar Door Games,Cherry Pop Games,Cipher Prime Studios,ClockStone,Codemasters Racing Studio,Coffee Stain Studios,Coilworks,Cold Beam Games,Colossal Order Ltd.,Crescent Moon Games,Criterion Games,Critical Studio,Croteam,Cryptic Sea,Crystal Dynamics,Feral Interactive (Linux),Crytek Studios,Curve Studios,Cyanide,Cyanide Studios,Dark Energy Digital Ltd.,Day 1 Studios,Defence Alliance Team,Dejobaan Games,Owlchemy Labs,Dennaton Games,Devil's Details,DICE,Digital Reality,Dmytry Lavrov,DotEmu,Double Fine Productions,Double Helix Games,DoubleDutch Games,Dreampainters,DrinkBox Studios,Droqen,Dylan Fitterer,EA Los Angeles,EA Redwood Shores,EasyGameStation,Edelweiss,Edmund McMillen and Florian Himsl, Tyler Glaiel,Electronic Arts,Ex Nihilo,Extend Studio,Eyebrow Interactive,Fabio Ferrara,Facepunch Studios,Fatshark,Rocksteady Studios,The Creative Assembly,Final Form Games,Firaxis,Firaxis Games,Focus Home Interactive,Freebird Games,Frictional Games,FromSoftware,Frozenbyte,Funcom,Gaijin Games,Gas Powered Games,Gaslamp Games, Inc.,Gearbox Software,Haemimont Games,Hassey Enterprises,Hello Games,Hemisphere Games,Hitbox Team,Hopoo Games,Hothead Games,Humble Hearts LLC,IllFonic,increpare games,Ino-Co Plus,Insurgency Development Team,Introversion Software,inXile Entertainment,IO Interactive,Ion Storm,Iridium Studios,Iron Galaxy Studios,Iron Lore Entertainment,Looking Glass Studios,Jasper Byrne,Joshua Neurnberger,Katauri Interactive,Klei Entertainment,Kloonigames,Konstantin Koshutin,Kot in Action Creative Artel,Krystian Majewski,Kyle Pulver,Lab Zero Games,Larian Studios,Lazy 8 Studios,Lucky Frame,Michael Todd Games,MinMax Games Ltd.,Minority Media Inc.,Misfits Attic,Mode 7,Modern Dream,Monolith,Monolith Productions,Timegate,Murudai,New Star Games Ltd,New World Interactive,Nicalis,Studio Pixel,Nihon Falcom,Number None,Oddworld Inhabitants,Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano,Outerlight Ltd.,Paradox Development Studio,Petit Depotto,Pieces Interactive,Piranha Bytes,Platine Dispositif,Playdead,Pocketwatch Games,Polytron Corporation,PopCap Games,Positech Games,Power of 2,Puppygames,Q Entertainment Inc.,Q-Games,R C Knight,Ragequit Corporation,Ratloop Asia,Re-Logic,Rebellion,Recoil Games,Redlynx,Relic Entertainment,Remedy Entertainment,Replay Studios,Retro Affect,Revolution Software Ltd,Robert Briscoe,The Chinese Room,Robot Entertainment,Rockstar New England,Rockstar North,Rockstar Toronto,Rockstar San Diego,Rockstar Studios,Ronimo Games,Runic Games,Sector3 Studios,SEGA,Sidhe,SimBin,Size Five Games,Smoking WOLF,Smudged Cat Games Ltd,Snowblind Studios,Sos,Southend,Spicy Horse Games,Spiderweb Software,SpinTop Games,Spooky Squid Games Inc.,SQUARE ENIX,Straandlooper,Strange Loop Games,Subset Games,Sumo Digital,Supergiant Games,Suspicious Developments,Swing Swing Submarine,Team Meat,Team17 Digital Ltd,Techland,Telltale Games,Terry Cavanagh,The Behemoth,The Men Who Wear Many Hats,The Odd Gentlemen,Threaks,Tiger Style,Tomoaki Sugeno,Tomorrow Corporation,Topware Interactive,Torn Banner Studios,Toxic Games,Trendy Entertainment,Tribute Games Inc.,Tripwire Interactive,Troika Games,Two Tribes,Uber Entertainment,Ubisoft,Ubisoft - San Francisco,Unigine Corp.,Unknown Worlds Entertainment,Valve,Vanguard Games,Vblank Entertainment,Vigil Games,Volition,Wizarbox,Wolfire Games,Yager Development,Yeti Trunk,Zachtronics,Zeboyd Games,Zen Studios,Zoë Mode,ombie Studios,Zootfly,","dlc,game,mod"
76561197960270244,McGuido,0,3,1,,US,4100,13.320803571428579,18,1,"Action,Adventure,Indie,Casual,Racing,Strategy,Free to Play,Simulation,Sports,RPG","11 bit studios,1C Company,1C-SoftClub,2K Games,Aspyr (Mac),Abbey Games,Activision,Analgesic Productions LLC,Bethesda Softworks,Big Sandwich Games,Born Ready Games,Bossa Studios,Coffee Stain Studios,Darklight Games,Dejobaan Games,Devolver Digital,Electronic Arts,Epic Games, Inc.,Freebird Games,Gaijin Games,Gambitious Digital Entertainment,GSC Game World,Hello Games,Hidden Path Entertainment,id Software,inXile Entertainment,Lucky Frame,Minority Media,Murudai,New World Interactive,Night Dive Studios,Owlchemy Labs,Paradox Interactive,Ragequit Corporation,Robot Entertainment,Rockstar Games,Square Enix,Team17 Digital Ltd,Telltale Games,The Men Who Wear Many Hats,Tomorrow Corporation,Torn Banner Studios,Tripwire Interactive,Two Tribes,Unknown Worlds Entertainment,Valve,Vanguard Entertainment Group,Wadjet Eye Games","11 bit studios,2K Australia,2K Boston,3D Realms,General Arcade,Abbey Games,Arrowhead Game Studios,Aspyr (Mac),Irrational Games,Virtual Programming (Linux),Best Way,Big Sandwich Games,Born Ready Games Ltd.,Bossa Studios,Coffee Stain Studios,Colossal Order Ltd.,Criterion Games,Croteam,Crytek Studios,Darklight Games,Dejobaan Games, LLC,Owlchemy Labs,DICE,EA Los Angeles,EA Redwood Shores,Electronic Arts,Epic Games, Inc.,Facepunch Studios,Flying Wild Hog,Freebird Games,Gaijin Games,Gearbox Software,Gray Matter Studios,GSC Game World,Hello Games,Hidden Path Entertainment,High Moon Studios,id Software,inXile Entertainment,Looking Glass Studios,Joshua Neurnberger,Lucky Frame,Machine Games,Minority Media Inc.,Murudai,New World Interactive,Psyonix,Ragequit Corporation,Raven Software,Ritual Entertainment,Robot Entertainment,Rockstar North,Rockstar Toronto,Rogue Entertainment,Sandstorm Productions,Sean HTCH and Joni Kittaka,Team17 Digital Ltd,Telltale Games,The Men Who Wear Many Hats,Tomorrow Corporation,Torn Banner Studios,Treyarch,Tripwire Interactive,Two Tribes,Unknown Worlds Entertainment,Valve,Vanguard Games,Xatrix Entertainment","dlc,game,mod"
76561197960270246,bigperm,0,1,,,,,7.717272727272728,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270250,ì¹´ë©”ë¡ ,4,3,1,,,,13.445454545454549,17,1,"Action,Adventure,Indie,RPG,Early Access,Massively Multiplayer,Free to Play,Strategy,Simulation","1C-SoftClub,CD PROJEKT RED,2K Games,Activision,Aspyr (Mac),BANDAI NAMCO Entertainment,Bethesda Softworks,Bohemia Interactive,Coffee Stain Studios,Deep Silver,Electronic Arts,Frictional Games,Re-Logic,Team17 Digital Ltd,Valve","4A Games,Aspyr (Mac),Infinity Ward,Sledgehammer Games,Bethesda Game Studios,Bohemia Interactive,CD PROJEKT RED,Coffee Stain Studios,DICE,Frictional Games,FromSoftware,Gearbox Software,Obsidian Entertainment,Re-Logic,Team17 Digital Ltd,Valve","dlc,game"
76561197960270252,all-star,0,3,1,,CA,,12.049352941176478,18,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access,Racing,Massively Multiplayer,Free to Play,Simulation,Sports","11 bit studios,1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac & Linux),3909,505 Games,@unepic_fran,Disney Interactive,LucasArts,Lucasfilm,BANDAI NAMCO Entertainment,Beamdog,BetaDwarf,Bethesda Softworks,Blazing Griffin Ltd.,Blue Bottle Games,Bohemia Interactive,Bossa Studios,Cherry Pop Games,Chucklefish,Codemasters,Coffee Stain Studios,Crackshell,Curve Digital,Daybreak Game Company,Deep Silver,Demruth,Devolver Digital,Double Fine Productions,DrinkBox Studios,Exor Studios,Facepalm Games,Feral Interactive (Linux),Feral Interactive (Mac),SEGA,Frozenbyte,Gaijin Games,Greenheart Games,GSC Game World,Harebrained Holdings,Hello Games,Hothead Games,Introversion Software,Kalypso Media Digital,Klei Entertainment,LudoCraft Ltd.,Merge Games,Microsoft Studios,Misfits Attic,New World Interactive,Night Dive Studios,Nordic Games,Oddworld Inhabitants,Paradox Interactive,Penny Arcade, Inc.,PlayWay S.A.,Pocketwatch Games,PopCap Games,Re-Logic,Ritual Entertainment,Robot Entertainment,Rockstar Games,Ronimo Games,Runic Games,Square Enix,Subset Games,SuperVillain Studios,Team17 Digital Ltd,The Behemoth,The Quantum Astrophysicists Guild,Torn Banner Studios,Trapdoor,Trendy Entertainment,Tripwire Interactive,Ubisoft,Unknown Worlds Entertainment,Valve,Vertigo Gaming Inc.,Warner Bros. Interactive Entertainment","11 bit studios,14° East,909,4A Games,@unepic_fran,Alexander Bruce,Arrowhead Game Studios,Aspyr (Mac & Linux),Gearbox Software, & Windows Update),Obsidian Entertainment,Beamdog,BetaDwarf,Bethesda Game Studios,Bethesda Game Studios®,lack Isle Studios,Blue Bottle Games,Bohemia Interactive,Bossa Studios,CD PROJEKT RED,Cellar Door Games,Cherry Pop Games,Codemasters Racing Studio,Coffee Stain Studios,Crackshell,Crystal Dynamics,Curve Studios,Daybreak Game Company,Defence Alliance Team,Dennaton Games,Digital Reality,Double Fine Productions,DrinkBox Studios,Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Exor Studios,Feral Interactive (Linux),Feral Interactive (Mac),Relic Entertainment,FromSoftware,Frozenbyte,Gaijin Games,Greenheart Games,GSC Game World,Harebrained Schemes,Hello Games,Hopoo Games, LLC,Hothead Games,Interplay Inc.,Introversion Software,Ion Storm,Irrational Games,Looking Glass Studios,Klei Entertainment,LudoCraft Ltd.,MicroProse Software,Misfits Attic,Modern Dream,Nadeo,New World Interactive,Nom Nom Games,Oddworld Inhabitants,Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano,Outerlight Ltd.,OVERKILL - a Starbreeze Studio.,OVERKILL Software,PlayWay S.A.,Red Dot Games,Pocketwatch Games,Polytron Corporation,PopCap Games,Priority Interrupt,Pyro Studios,Re-Logic,Recoil Games,Redlynx Ltd,Ubisoft  Shanghaï,Ritual Entertainment,Robot Entertainment,Rockstar Games,Rockstar Leeds,Team Bondi,Rockstar New England,Rockstar North,Rockstar North / Toronto,Rockstar Toronto,Ronimo Games,Runic Games,SEGA,Starbreeze Studios AB,Subset Games,Supergiant Games,SuperVillain Studios,Team Meat,Team17 Digital Ltd,Techland,Teotl Studios,The Behemoth,Torn Banner Studios,Trendy Entertainment,Tripwire Interactive,Ty Taylor and Mario Castañeda,bisoft Montreal,Undead Labs,Unknown Worlds Entertainment,Valve,Vertigo Gaming Inc.,Vigil Games,Volition,Zeboyd Games,","game,mod"
76561197960270254,Cyclonite51,0,3,1,,,,10.116250000000003,17,1,"Action,Free to Play,Indie,Strategy","Activision,Aspyr (Mac),New World Interactive,Ragequit Corporation,Square Enix,Tripwire Interactive,Valve","Aspyr (Mac),Infinity Ward,Gearbox Software,Gray Matter Studios,New World Interactive,Psyonix,Ragequit Corporation,Treyarch,Tripwire Interactive,Valve",game
76561197960270256,mad.bomber,0,3,1,,,,15.456046511627912,18,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Free to Play,Racing,Simulation,Sports","2D BOY ,2K Games,Aspyr (Mac),Missing Link Games,505 Games,Activision,Bethesda Softworks,Black Forest Games,Capcom,Deep Silver,Devolver Digital,DrinkBox Studios,Edge of Reality,Electronic Arts,Feral Interactive (Linux),Feral Interactive (Mac),Square Enix,Warner Bros. Interactive Entertainment,Frictional Games,Frozenbyte,Microsoft Studios,Might and Delight,New World Interactive,Pocketwatch Games,RaceRoom Entertainment AG,Sector3 Studios,Rebellion,Red Barrels,Remedy Entertainment,Rockstar Games,SimBin,Tate Multimedia,Team17 Digital Ltd,Telltale Games,The Behemoth,Ubisoft,Valve","2D BOY,Arkane Studios,Aspyr (Mac),Infinity Ward,Irrational Games,Virtual Programming (Linux),Avalanche Studios,Bethesda Game Studios,Black Forest Games,Capcom Vancouver,Criterion Games,Croteam,Crystal Dynamics,Feral Interactive (Linux),Feral Interactive (Mac),Digital Extremes,DrinkBox Studios,EA Black Box,Edge of Reality,Facepunch Studios,IO Interactive,Rocksteady Studios,Frictional Games,Frozenbyte,Gearbox Software,High Moon Studios,Insurgency Development Team,Klei Entertainment,Looking Glass Studios,Might and Delight,Nadeo,Obsidian Entertainment,Pocketwatch Games,Radical Entertainment,Rebellion,Red Barrels,Remedy Entertainment,Rockstar North / Toronto,Rockstar Toronto,Rockstar Studios,Sector3 Studios,SimBin,Slightly Mad Studios,Splash Damage,WB Games Montreal,Starbreeze Studios AB,Tate Multimedia,Team17 Digital Ltd,Techland,Telltale Games,The Behemoth,Treyarch,United Front Games,Valve,Volition,WayForward,Yager Development","dlc,game,mod,video"
76561197960270258,vuduuu,0,3,1,,AU,4899,13.93555555555556,18,1,"Accounting,Utilities,Action,Adventure,Casual,Indie,Free to Play,Strategy,RPG","Activision,Apogee Software,Bethesda Softworks,Deep Silver,Devolver Digital,Edge of Reality,Nordic Games,PopCap Games, Inc.,Ritual Entertainment,SEGA,Squid In A Box Ltd,Ubisoft,Valve,Warner Bros. Interactive Entertainment,YouNeedABudget.com","14° East,A Games,Avalanche Studios,Bizarre Creations,Black Isle Studios,Croteam,Edge of Reality,Gearbox Software,High Voltage Software,NetherRealm Studios,Interceptor Entertainment,Interplay Inc.,Iron Lore Entertainment,Nadeo,PopCap Games,Relic Entertainment,Ritual Entertainment,Squid In A Box Ltd,Ubisoft Montreal,Valve,Vigil Games,Volition,YouNeedABudget.com,",game
76561197960270260,MrLonghair ( ï¾Ÿãƒš),0,3,1,,SE,43772,11.352622950819676,17,1,"Action,Adventure,Indie,Casual,RPG,Early Access,Free to Play,Massively Multiplayer,Strategy,Simulation,Racing","2K Games,Aspyr (Mac, Linux),Feral Interactive (Linux),Feral Interactive (Mac),Activision,Aspyr (Mac),BANDAI NAMCO Entertainment,Deep Silver,Devolver Digital,EightyEightGames,Electronic Arts,Mark Healey,PopCap Games, Inc.,Reloaded Games,Ritual Entertainment,Rockstar Games,Runic Games,SEGA,sparsevector,Square Enix,Team Psykskallar,Valve,Warner Bros. Interactive Entertainment,Wolfire Games","4A Games,Aspyr (Mac),Infinity Ward, Linux),Firaxis Games,Avalanche Studios,BioWare,Bizarre Creations,Dennaton Games,Devil's Details,EightyEightGames,Electronic Arts,Feral Interactive (Linux),Feral Interactive (Mac),FromSoftware,Gearbox Software,Mark Healey,Obsidian Entertainment,PopCap Games, Inc.,Reloaded Games,Reloaded Productions,Ritual Entertainment,Rockstar Games,Rockstar North,Rockstar North / Toronto,Rockstar Toronto,Rockstar San Diego,Runic Games,sparsevector,SQUARE ENIX,Supergiant Games,Team Psykskallar,Treyarch,United Front Games,Valve,Wolfire Games",game
76561197960270262,Vulgex,3,3,1,,US,3983,17.84460674157304,18,1,"Action,Adventure,Early Access,Free to Play,Indie,RPG,Simulation,Strategy,Racing,Sports","1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac, Linux),Missing Link Games,505 Games,Activision,Aspyr (Mac),Disney Interactive,LucasArts,Lucasfilm,BANDAI NAMCO Entertainment,Bethesda Softworks,Codemasters,Deep Silver,Electronic Arts,Feral Interactive (Mac),Kalypso Media Digital,GSC Game World,Hidden Path Entertainment,Jagex,Microsoft Studios,New World Interactive,Nordic Games,Rebellion,Reloaded Games,Remedy Entertainment,Rockstar Games,Runic Games,Square Enix,Tripwire Interactive,Uber Entertainment,Ubisoft,Unknown Worlds Entertainment,Valve,Warner Bros. Interactive Entertainment,Zero Point Software","4A Games,Aspyr (Mac),BioWare,Infinity Ward,Sledgehammer Games, Linux),Firaxis Games,Avalanche Studios,Bethesda Game Studios,Big Huge Games,SkyBox Labs,CD PROJEKT RED,Cellar Door Games,Codemasters - Birmingham Studio,Crytek,Defence Alliance Team,DICE,EA Los Angeles,Eggtooth Team,Electronic Arts,Feral Interactive (Mac),Haemimont Games,Gas Powered Games,Gearbox Software,GSC Game World,Hidden Path Entertainment,Homegrown Games,Jagex Limited,Machine Games,Med-Art,Mindware Studios,Monolith,NAMCO,New World Interactive,OVERKILL - a Starbreeze Studio.,People Can Fly,Rebellion,Reloaded Games,Remedy Entertainment,Rockstar Studios,Runic Games,Slightly Mad Studios,Team Meat,Techland,The Farm 51,Treyarch,Tripwire Interactive,Uber Entertainment,Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai,Unknown Worlds Entertainment,Valve,Yager Development,Zero Point Software","game,mod"
